BAUM_CODE,PLOTID,BAUMNR,ZWIESELNR,Code,Northing,Easting,Elevation,BAUMART20,BHD20,hKA20,hBAUM20,KRAFT20,SCHIRM20,VITALITAET,S1_Verletz,S2_WKB20,S3_TRO20,S4_FAEULE2,S5_PILZKON,S6_PILZson,S7_SCHAELU,S8_BORKK20,S9_SONSTIG,S10_ETS20,S11_UL_Ste,S12_RUSS20,BEMERKUNG2,BEMERKUNG3,BEMERKUNG4,ca,cl
P84.B130.0,84,130,0,BAUM,5687986.3193806,315665.766397805,108.907294649734,Ace_pse,5.1,7,8.5,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.06760345450802,2
P84.B131.0,84,131,0,BAUM,5687984.23556895,315665.091765619,108.911716678188,Ace_pse,5.2,4.69999980926514,6.30000019073486,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,2 = mittel,2 = mittel,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.12016009460988,2
P84.B132.0,84,132,0,BAUM,5687986.97067919,315664.966217299,108.929488999073,Ace_pse,5.9,7.5,10.3999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.493881592629561,1
P84.B133.0,84,133,0,BAUM,5687991.17060499,315668.659332366,108.918847090896,Sam_nig,5.2,3.20000004768372,6.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.790415565195449,2
P84.B134.0,84,134,0,BAUM,5687992.55710356,315666.779942027,108.981778076237,Ace_pla,14.3,8.60000038146973,13.6000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,17.857197088919524,1
P84.B135.0,84,135,0,BAUM,5687992.80945699,315662.587387586,109.030867944559,Ace_pla,10.9,7.40000009536743,13.5,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,2 = mittel,0 = kein Schaden,2 = mittel,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.479189765501575,1
P84.B136.0,84,136,0,BAUM,5687993.84073221,315660.992956094,109.061779535076,Que_rob,102.3,16.5,31.8999996185303,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,202.49540253996108,1
P84.B137.0,84,137,0,BAUM,5687990.2892293,315660.192686887,108.915242966157,Ulm_spe,6.5,3,6.90000009536743,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.351662711897365,2
P84.B138.0,84,138,0,BAUM,5687989.18558091,315660.530448523,108.904073021364,Sam_nig,5.2,1.70000004768372,5,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.790415565195449,2
P84.B139.0,84,139,0,BAUM,5687986.47007268,315660.477617281,108.924640503612,Sam_nig,7.4,3.5,6.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.761254055852563,2
P84.B141.0,84,141,0,BAUM,5687980.74316487,315658.066906423,108.911538833234,Sam_nig,5,1.70000004768372,5.30000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.707148206789541,2
P84.B142.0,84,142,0,BAUM,5687979.8628555,315659.175360404,108.966738524911,Ace_pse,27.8,20.2999992370605,28,3 = mitherrschend,3 = teilweise,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,30.694545218825333,1
P84.B143.0,84,143,0,BAUM,5687977.47176078,315658.627567563,108.95151281838,Ace_pse,46.8,9.10000038146973,31.2999992370605,2 = herrschend,2 = nein,3 = kuemmernd,1 = leicht,2 = mittel,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,59.92349429177512,1
P84.B144.0,84,144,0,BAUM,5687976.36114852,315660.778497238,108.918766496424,Ace_pse,20.8,14.5,23.7999992370605,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,23.306669098061146,1
P84.B145.0,84,145,0,BAUM,5687975.23917357,315666.888276275,108.973050964705,Til_cor,22,10.6000003814697,19.1000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,18.458529226983213,2
P84.B146.0,84,146,0,BAUM,5687969.43597923,315663.407543712,108.995471966368,Til_cor,32.6,9.10000038146973,18,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,30.434885840737604,2
P84.B147.0,84,147,0,BAUM,5687967.60841877,315663.283848674,108.923310073515,Ulm_min,5.7,2.59999990463257,6.80000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.002133623299882,2
P84.B148.0,84,148,0,BAUM,5687965.95601148,315657.803828574,108.931055028505,Ace_pse,5.1,4.19999980926514,8.60000038146973,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.06760345450802,2
P84.B149.0,84,149,0,BAUM,5687966.27839089,315657.108253418,108.915124548042,Ace_pse,5.4,6,8.39999961853027,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.225894037135236,2
P84.B150.0,84,150,0,BAUM,5687970.21567626,315651.092757382,108.866982504539,Ace_pla,24,11.6000003814697,18.7999992370605,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,2 = mittel,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,26.475104260974422,2
P84.B151.0,84,151,0,BAUM,5687969.11736479,315648.341560269,108.927152674531,Til_cor,36.8,10.5,27.7000007629395,3 = mitherrschend,3 = teilweise,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,36.66874891868874,1
P84.B152.0,84,152,0,BAUM,5687980.75035084,315664.65276001,108.841471289395,Ace_pse,5.6,4.59999990463257,8.5,4 = beherrscht/unterdrueckt,3 = teilweise,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.33246011890878,2
P84.B1.0,84,1,0,BAUM,5687983.74911106,315707.910944174,109.168904777816,Fra_exc,55,22.8999996185303,32.5999984741211,3 = mitherrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,64.87781717555171,1
P84.B2.0,84,2,0,BAUM,5687983.42757121,315707.099610718,109.09853026215,Ace_pse,6.4,6.40000009536743,9.5,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.76715661455153,2
P84.B3.1,84,3,1,BAUM,5687986.16578889,315704.844169496,109.026605162518,Sam_nig,7.1,1.39999997615814,6.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.622758694902886,2
P84.B3.2,84,3,2,BAUM,5687986.1480475,315704.857987059,109.028672032638,Sam_nig,5.4,1.39999997615814,6.90000009536743,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.874490728278038,2
P84.B4.0,84,4,0,BAUM,5687985.28838327,315702.679454098,109.044153167098,Fra_exc,46.9,15.6000003814697,35.4000015258789,3 = mitherrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,2 = mittel,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,48.279899140529125,1
P84.B5.0,84,5,0,BAUM,5687981.67795881,315700.452354905,109.032559284635,Fra_exc,43.6,16.6000003814697,30.7000007629395,3 = mitherrschend,2 = nein,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,42.79830291912336,1
P84.B6.0,84,6,0,BAUM,5687982.06917135,315704.31543481,108.971463807942,Ace_pse,6.1,4.80000019073486,8.19999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.602552233984184,2
P84.B7.0,84,7,0,BAUM,5687980.60278068,315705.765730185,109.086061879424,Fra_exc,40.1,15.1000003814697,26.8999996185303,3 = mitherrschend,2 = nein,3 = kuemmernd,0 = kein Schaden,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,37.72944438522519,1
P84.B8.0,84,8,0,BAUM,5687974.61656557,315706.160785899,108.993950760156,Ace_pse,6,5.19999980926514,8.89999961853027,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.548110817193225,2
P84.B9.0,84,9,0,BAUM,5687973.7433963,315705.545982673,108.959853975865,Ace_pse,5.8,3.40000009536743,8.89999961853027,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.439863864362993,2
P84.B10.0,84,10,0,BAUM,5687974.63445516,315702.620544918,109.085191635812,Fra_exc,46.5,19.3999996185303,34,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,47.57748282039458,1
P84.B11.0,84,11,0,BAUM,5687978.20446025,315700.195309983,109.020308921614,Fag_syl,29.1,12.8999996185303,21.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,26.043521257757185,2
P84.B12.0,84,12,0,BAUM,5687970.71078796,315695.631331923,109.059513274001,Til_cor,15.7,8.39999961853027,11.1999998092651,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,13.481276420348633,2
P84.B13.0,84,13,0,BAUM,5687969.96210369,315693.266155882,109.044657185426,Fra_exc,39.9,19.6000003814697,31.6000003814697,3 = mitherrschend,2 = nein,3 = kuemmernd,1 = leicht,2 = mittel,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,37.46168303110228,1
P84.B14.0,84,14,0,BAUM,5687967.07054566,315694.157487462,109.008304565429,Ulm_spe,6.4,2.59999990463257,7.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.307233316052715,2
P84.B15.0,84,15,0,BAUM,5687966.06719238,315700.324113744,109.039965392744,Ace_pse,5,3.90000009536743,6.59999990463257,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.015252786409222,2
P84.B16.0,84,16,0,BAUM,5687963.87904787,315699.49313969,109.063332841774,Car_bet,22.6,12.6000003814697,16.5,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,3 = stark,0 = kein Schaden,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,37.03177154455577,2
P84.B17.0,84,17,0,BAUM,5687964.63951446,315696.123137975,108.999306136783,Fag_syl,13.1,1.5,2.59999990463257,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,3 = stark,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,17.05882002571586,2
P84.B18.0,84,18,0,BAUM,5687960.01125911,315695.138600362,109.193752291316,Fra_exc,53.3,17.2999992370605,33.2000007629395,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,61.012506578178815,1
P84.B19.0,84,19,0,BAUM,5687959.5990155,315694.479405357,109.158010375506,Sam_nig,5.2,1.60000002384186,5.90000009536743,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.790415565195449,2
P84.B20.0,84,20,0,BAUM,5687954.63481647,315693.440743118,109.145971179334,Fra_exc,45.5,12.8000001907349,29.7000007629395,2 = herrschend,2 = nein,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,2 = deutlicher Befall,0 = kein Schaden,NA,NA,NA,NA,NA,NA,45.86782530589062,1
P84.B21.0,84,21,0,BAUM,5687962.67793885,315689.599296314,108.953838465325,Ace_pse,6.9,7,8.30000019073486,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,13.04580638295834,2
P84.B22.0,84,22,0,BAUM,5687959.62107891,315685.458904596,108.968485974778,Til_cor,28.8,15.8000001907349,23,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,25.556270319521268,2
P84.B23.0,84,23,0,BAUM,5687952.43877726,315684.102885559,108.970145002447,Car_bet,24.9,8.5,17.7000007629395,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,41.18057145638009,2
P84.B24.0,84,24,0,BAUM,5687951.90916258,315690.867510541,109.007675298816,Car_bet,27.2,9,18.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,45.470439349546936,2
P84.B25.0,84,25,0,BAUM,5687944.52939206,315687.710412825,109.098081471476,Fra_exc,66,13.6000003814697,34.0999984741211,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,94.56040239405424,1
P84.B26.0,84,26,0,BAUM,5687948.16705132,315677.100083627,108.91644676794,Ace_pse,5.1,2.09999990463257,7,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.06760345450802,2
P84.B27.0,84,27,0,BAUM,5687952.55892514,315677.108036214,109.027664183453,Ace_pse,11.3,6.5,10.3999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.743536023906097,2
P84.B28.0,84,28,0,BAUM,5687954.35616159,315671.104915898,109.01636859955,Fra_exc,52.8,23.2999992370605,36.2000007629395,2 = herrschend,2 = nein,3 = kuemmernd,2 = mittel,2 = mittel,2 = mittel,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,3 = starker Befall auch mit Spechtspuren,0 = kein Schaden,NA,NA,NA,NA,NA,NA,59.91452398928809,1
P84.B29.0,84,29,0,BAUM,5687953.62185336,315671.051119933,109.015113688098,Car_bet,5,3,6.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.520338646074585,2
P84.B30.0,84,30,0,BAUM,5687956.65630109,315675.195442453,108.943609823524,Til_cor,25.1,8.69999980926514,17.6000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,2 = mittel,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,21.45052280156817,2
P84.B31.0,84,31,0,BAUM,5687955.13066052,315678.932218703,109.04796436719,Ace_pse,10.5,6.30000019073486,13.6999998092651,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.2188041288373,2
P84.B32.0,84,32,0,BAUM,5687957.37014635,315673.142706966,108.951629460485,Til_cor,9.4,4.30000019073486,7.80000019073486,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.736889753035202,2
P84.B33.0,84,33,0,BAUM,5687951.45143728,315668.26771942,108.936909063255,Car_bet,10.3,0.600000023841858,7.09999990463257,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,2 = mittel,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,Liegend,NA,NA,17.49613455569837,2
P84.B34.0,84,34,0,BAUM,5687955.34961603,315667.993279213,108.881836154811,Car_bet,6,1.5,6.40000009536743,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,11.770250729770243,2
P84.B35.0,84,35,0,BAUM,5687958.22710502,315663.929870372,108.976311516454,Fra_exc,77,18,35.0999984741211,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,129.95440659123392,1
P84.B36.0,84,36,0,BAUM,5687961.66913103,315663.993990186,108.866757285575,Til_cor,22.6,7.40000009536743,16,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,19.007588882184084,2
P84.B37.1,84,37,1,BAUM,5687959.61336626,315670.001222982,108.89648939354,Til_cor,8.1,9.60000038146973,15.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.092227369382467,2
P84.B37.2,84,37,2,BAUM,5687959.53598699,315670.219130865,108.909093801979,Til_cor,11.5,6.90000009536743,10.3999996185303,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,2 = mittel,0 = kein Schaden,2 = mittel,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.86550403444964,2
P84.B38.0,84,38,0,BAUM,5687964.21144089,315668.263645628,108.960133199858,Ulm_spe,11.3,7.69999980926514,11.8000001907349,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.753166800336096,2
P84.B39.0,84,39,0,BAUM,5687958.85632002,315680.958368043,109.212242991712,Fra_exc,72.3,16.5,32.5,2 = herrschend,2 = nein,3 = kuemmernd,0 = kein Schaden,1 = leicht,2 = mittel,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,3 = starker Befall auch mit Spechtspuren,0 = kein Schaden,NA,NA,NA,NA,NA,NA,114.44984422456906,1
P84.B40.0,84,40,0,BAUM,5687962.78822695,315679.81877046,109.03989591792,Til_cor,18.9,10.6000003814697,19.5,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.837008361994092,2
P84.B41.0,84,41,0,BAUM,5687964.02661609,315685.051615877,108.741123892367,Ace_pse,36.6,14.3000001907349,24.1000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,42.52001353759358,1
